10968,1969,GRADUATION,SINGLE,57731,0,1,2012-11-23,0,266,21,300,65,8,44,4,8,8,6,6,0,0,-8100.4261,2012,11,704
5985,1965,MASTER,SINGLE,33168,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,-27086.8852,2012,10,122
5430,1956,GRADUATION,TOGETHER,54450,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,-7860.5263,2012,9,684
8432,1956,GRADUATION,TOGETHER,54450,1,1,2012-09-14,0,454,0,171,8,19,32,12,9,2,8,8,0,0,-7860.5263,2012,9,684
453,1956,PHD,WIDOW,35340,1,1,2014-06-29,1,27,0,12,0,1,5,2,2,0,3,5,0,0,-78433.3333,2014,6,45
9687,1975,GRADUATION,SINGLE,73170,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,0,0,-9978.5124,2014,5,726
8890,1971,PHD,DIVORCED,65808,1,1,2014-05-30,1,155,7,80,13,7,10,3,5,1,5,6,0,0,-24094.1176,2014,5,272
9264,1986,GRADUATION,MARRIED,79529,0,0,2014-04-27,1,423,42,706,73,197,197,1,4,8,9,2,0,0,-4755.2503,2014,4,1638
5824,1972,PHD,TOGETHER,34578,2,1,2014-11-04,1,7,0,1,0,0,0,1,1,0,2,6,0,0,-432125.0000,2014,11,8
5794,1974,PHD,MARRIED,46374,0,1,2014-03-17,1,408,0,21,0,0,17,3,7,1,7,8,1,0,-10297.7578,2014,3,446
3068,1990,GRADUATION,MARRIED,18351,0,0,2013-10-29,1,1,12,9,0,14,7,1,2,0,3,7,0,0,-42576.7442,2013,10,43
7962,1987,PHD,SINGLE,95169,0,0,2013-09-10,1,1285,21,449,106,20,20,1,4,3,4,1,1,0,-4906.2599,2013,9,1901
2681,1984,2N CYCLE,MARRIED,65370,0,0,2013-01-08,1,71,22,112,138,89,29,1,2,3,13,1,0,0,-14080.0434,2013,1,461
10141,1960,MASTER,DIVORCED,39228,0,0,2013-10-05,1,7,1,6,0,3,3,1,0,0,3,4,0,0,-196040.0000,2013,10,20
3725,1961,PHD,SINGLE,84865,0,0,2013-09-05,1,1248,16,349,43,16,16,1,2,4,9,4,1,0,-4927.5474,2013,9,1688
3767,1968,GRADUATION,MARRIED,61314,0,1,2013-04-25,1,378,0,189,97,172,172,2,5,5,12,3,0,0,-5982.7381,2013,4,1008
5585,1972,GRADUATION,SINGLE,21359,1,0,2013-04-20,1,12,2,17,6,1,10,2,2,0,3,8,1,0,-44397.9167,2013,4,48
7030,1955,PHD,MARRIED,66465,0,1,2013-03-30,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,-4375.7576,2013,3,1485
1524,1983,2N CYCLE,SINGLE,81698,0,0,2013-01-03,1,709,45,115,30,160,45,1,8,2,5,5,1,0,-7300.1812,2013,1,1104
3657,1986,GRADUATION,SINGLE,39146,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0,-23624.8485,2013,2,165
5740,1970,2N CYCLE,DIVORCED,25959,1,1,2013-02-14,1,4,2,12,7,5,26,2,1,2,2,6,1,0,-46255.3571,2013,2,56
9595,1961,GRADUATION,TOGETHER,64260,0,0,2013-11-01,1,539,169,816,20,0,30,1,4,5,4,3,1,0,-3982.5921,2013,11,1574
3158,1973,GRADUATION,MARRIED,32300,1,0,2013-03-01,1,13,3,6,6,5,6,1,1,0,3,8,0,0,-82720.5128,2013,3,39
5114,1965,MASTER,MARRIED,74806,0,1,2012-12-19,1,670,9,249,0,28,9,2,5,4,5,4,0,0,-7651.9171,2012,12,965
340,1970,GRADUATION,DIVORCED,72967,0,1,2012-12-15,1,158,35,179,0,0,125,2,7,2,8,5,1,0,-14581.4889,2012,12,497
8805,1960,GRADUATION,SINGLE,48904,0,1,2012-02-12,1,283,10,38,0,13,27,4,7,2,4,8,0,0,-13081.6712,2012,2,371
1241,1984,2N CYCLE,MARRIED,14796,1,0,2012-09-17,1,13,3,8,7,4,16,2,1,0,3,9,1,0,-28911.7647,2012,9,51
1402,1954,MASTER,MARRIED,66991,0,0,2012-11-09,1,496,36,460,189,60,12,3,4,8,6,3,0,0,-5246.4485,2012,11,1253
7264,1978,2N CYCLE,SINGLE,52195,2,1,2014-12-05,2,12,0,4,0,0,1,1,1,0,2,8,0,0,-306929.4118,2014,12,17
1619,1956,GRADUATION,MARRIED,90369,0,0,2014-04-28,2,292,51,981,224,23,17,1,4,6,6,1,1,0,-5590.7431,2014,4,1588
6398,1974,BASIC,MARRIED,18393,1,0,2014-03-29,2,7,10,13,16,0,4,2,3,0,3,8,0,0,-36686.0000,2014,3,50
1857,1952,GRADUATION,SINGLE,47139,1,1,2014-06-03,2,46,0,12,0,2,23,2,2,1,2,7,1,0,-56693.9759,2014,6,83
4877,1973,MASTER,MARRIED,38576,0,1,2014-04-03,2,34,0,7,0,0,0,1,1,0,3,7,0,0,-93987.8049,2014,4,41
3066,1975,PHD,TOGETHER,61905,0,1,2014-04-02,2,167,0,43,6,2,13,2,4,2,4,5,0,0,-26698.7013,2014,4,231
10286,1962,GRADUATION,MARRIED,83715,0,0,2014-03-02,2,318,8,407,150,35,8,1,2,8,13,0,0,0,-8940.4968,2014,3,926
1992,1964,GRADUATION,MARRIED,60597,0,1,2014-01-01,2,522,0,257,32,16,66,4,2,2,8,7,1,0,-6685.7783,2014,1,893
4246,1982,MASTER,SINGLE,6560,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0,-1658.7131,2013,12,373
10623,1961,MASTER,TOGETHER,48330,0,1,2013-11-15,2,28,0,4,0,0,0,1,1,0,3,5,0,0,-150931.2500,2013,11,32
4867,1968,PHD,SINGLE,38236,1,1,2013-09-20,2,58,0,18,2,0,10,4,3,0,4,7,0,0,-43350.0000,2013,9,88
3112,1977,MASTER,MARRIED,22701,1,0,2013-05-09,2,2,4,9,0,4,5,1,1,0,3,5,0,0,-94487.5000,2013,5,24
4865,1974,MASTER,DIVORCED,53367,1,1,2013-08-31,2,229,7,140,10,3,11,7,5,1,8,7,1,0,-13241.7500,2013,8,400
6287,1986,GRADUATION,TOGETHER,34728,1,0,2013-07-30,2,14,0,16,0,0,6,1,1,1,2,6,1,0,-96366.6667,2013,7,36
4405,1956,MASTER,MARRIED,63915,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0,-8000.7605,2013,7,789
5332,1960,2N CYCLE,MARRIED,82504,0,0,2013-07-27,2,362,50,431,134,35,54,1,3,6,7,1,0,0,-7639.5872,2013,7,1066
1519,1972,PHD,SINGLE,38578,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,1,0,-52746.5753,2013,6,73
9080,1972,PHD,SINGLE,38578,1,1,2013-06-22,2,38,4,22,3,3,3,3,3,0,3,8,0,0,-52746.5753,2013,6,73
1772,1975,PHD,MARRIED,79174,0,0,2013-11-01,2,1074,37,518,193,92,129,1,5,6,7,2,1,0,-3775.3793,2013,11,2043
5341,1962,2N CYCLE,DIVORCED,81975,0,1,2013-05-01,2,983,76,184,180,138,27,1,6,3,4,7,0,0,-5062.1537,2013,5,1588
5510,1977,MASTER,MARRIED,43263,0,1,2012-11-21,2,262,6,61,0,10,102,3,5,2,6,5,0,0,-9710.2041,2012,11,441
3887,1970,GRADUATION,SINGLE,27242,1,0,2012-11-11,2,3,17,26,20,1,39,2,2,0,3,9,1,0,-25600.0000,2012,11,106
7022,1971,GRADUATION,MARRIED,76445,1,0,2012-09-28,2,739,107,309,140,80,35,1,2,5,13,6,0,0,-5321.6312,2012,9,1410
9999,1965,GRADUATION,TOGETHER,75276,0,0,2012-09-27,2,610,105,125,137,42,21,1,9,4,9,5,0,0,-7138.0769,2012,9,1040
10352,1963,GRADUATION,WIDOW,34213,1,1,2012-07-09,2,50,4,28,6,3,26,3,3,1,2,9,1,0,-29141.8803,2012,7,117
7919,1976,PHD,TOGETHER,72335,0,0,2012-08-13,2,1285,105,653,28,21,0,1,10,4,8,8,1,0,-3357.6960,2012,8,2092
4114,1964,MASTER,MARRIED,79143,0,0,2012-11-08,2,650,37,780,27,167,32,1,6,9,13,3,0,0,-4574.7194,2012,11,1693
7990,1947,GRADUATION,MARRIED,27469,0,0,2012-02-08,2,9,1,2,3,2,0,1,0,0,3,6,0,0,-161482.3529,2012,2,17
9888,1969,GRADUATION,TOGETHER,68695,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,-6196.5170,2014,6,1091
4399,1969,GRADUATION,TOGETHER,68695,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,-6196.5170,2014,6,1091
4452,1957,GRADUATION,SINGLE,50388,0,1,2014-05-28,3,292,6,37,0,3,34,4,6,1,6,7,1,0,-13445.1613,2014,5,372
4785,1970,PHD,TOGETHER,77622,0,2,2014-04-14,3,520,7,154,19,0,14,2,6,3,11,3,0,0,-10771.4286,2014,4,714
8461,1962,GRADUATION,DIVORCED,46102,2,1,2014-10-03,3,14,0,1,0,0,1,1,1,0,2,7,0,0,-288037.5000,2014,10,16
3878,1980,2N CYCLE,SINGLE,31859,1,0,2014-02-27,3,3,4,7,15,8,11,1,1,0,3,7,0,0,-66272.9167,2014,2,48
9612,1987,2N CYCLE,SINGLE,23830,0,0,2014-07-02,3,1,8,6,4,8,16,1,1,0,3,7,0,0,-55318.6047,2014,7,43
4098,1973,GRADUATION,MARRIED,24639,1,1,2014-01-28,3,20,3,16,0,4,1,3,2,0,4,6,0,0,-55897.7273,2014,1,44
158,1945,PHD,TOGETHER,71604,0,0,2013-11-17,3,345,53,528,98,75,97,1,8,3,5,4,1,0,-5886.9565,2013,11,1196
3896,1984,GRADUATION,MARRIED,27255,1,0,2013-07-11,3,22,1,11,0,1,2,1,1,0,3,7,0,0,-73562.1622,2013,7,37
9970,1977,GRADUATION,TOGETHER,55375,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,-34082.0988,2013,10,162
4002,1960,PHD,MARRIED,77037,0,1,2013-10-13,3,463,96,333,168,53,10,1,7,7,12,3,0,0,-6759.9288,2013,10,1123
10914,1970,GRADUATION,SINGLE,24163,1,1,2013-12-10,3,4,1,7,2,1,2,2,1,0,3,4,0,0,-142035.2941,2013,12,17
7279,1969,PHD,TOGETHER,69476,0,0,2013-09-30,3,260,86,559,63,9,67,1,4,6,4,2,0,0,-6554.7893,2013,9,1044
10582,1979,GRADUATION,MARRIED,72063,0,1,2013-03-07,3,180,32,348,76,32,90,2,5,2,12,2,0,0,-9406.9921,2013,3,758
4470,1962,MASTER,MARRIED,58646,0,1,2013-10-06,3,62,1,44,6,5,22,1,2,1,4,4,0,0,-41790.0000,2013,10,140
6183,1962,MASTER,MARRIED,58646,0,1,2013-10-06,3,62,1,44,6,5,22,1,2,1,4,4,0,0,-41790.0000,2013,10,140
6379,1949,MASTER,WIDOW,47570,1,1,2013-05-29,3,67,1,20,0,2,31,3,2,2,2,7,1,0,-39214.0496,2013,5,121
8601,1980,GRADUATION,MARRIED,80011,0,1,2013-04-29,3,421,76,536,82,178,102,2,8,6,5,4,0,0,-5635.5556,2013,4,1395
4827,1956,PHD,SINGLE,54998,0,1,2013-10-03,3,154,22,202,39,30,8,5,4,2,9,4,1,0,-11987.4725,2013,10,455
6715,1948,PHD,SINGLE,60200,0,1,2013-02-01,3,502,19,132,0,6,26,6,6,2,11,6,0,0,-8688.3212,2013,2,685
10676,1982,GRADUATION,MARRIED,63211,0,0,2012-02-11,3,145,193,459,205,26,145,2,3,8,7,2,1,0,-5288.8321,2012,2,1173
1041,1973,PHD,SINGLE,48432,0,1,2012-10-18,3,322,3,50,4,3,42,5,7,1,6,8,1,0,-11322.6415,2012,10,424
492,1973,PHD,YOLO,48432,0,1,2012-10-18,3,322,3,50,4,3,42,5,7,1,6,8,0,0,-11322.6415,2012,10,424
11133,1973,PHD,YOLO,48432,0,1,2012-10-18,3,322,3,50,4,3,42,5,7,1,6,8,1,0,-11322.6415,2012,10,424
4491,1949,MASTER,MARRIED,62845,1,1,2012-01-10,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,-5234.8896,2012,1,1178
873,1949,MASTER,MARRIED,62845,1,1,2012-01-10,3,1099,0,45,0,0,34,11,3,4,10,8,1,0,-5234.8896,2012,1,1178
1631,1965,PHD,TOGETHER,65220,0,0,2012-03-09,3,890,63,292,0,25,12,4,8,4,7,6,1,0,-4987.3635,2012,3,1282
8278,1990,PHD,MARRIED,74214,0,0,2012-08-26,3,863,83,547,86,99,33,1,8,2,5,5,0,0,-4237.4635,2012,8,1711
6815,1980,2N CYCLE,MARRIED,96547,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,-11834.1162,2014,5,809
254,1955,GRADUATION,TOGETHER,53863,0,1,2014-05-17,4,399,4,30,6,4,30,3,7,1,7,7,0,0,-11287.5264,2014,5,473
1349,1970,GRADUATION,MARRIED,50447,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,-33985.8108,2014,4,148
2534,1953,GRADUATION,MARRIED,37716,0,1,2014-04-21,4,97,1,41,6,2,41,2,4,1,3,7,0,0,-19961.7021,2014,4,188
2130,1982,GRADUATION,TOGETHER,45203,2,0,2014-03-23,4,35,3,67,10,8,24,1,3,1,3,6,1,0,-30650.3401,2014,3,147
2296,1975,MASTER,MARRIED,37368,1,0,2013-12-16,4,3,2,11,2,2,10,1,1,0,2,6,0,0,-124460.0000,2013,12,30
3799,1955,GRADUATION,MARRIED,67225,0,1,2013-11-26,4,315,35,322,46,7,143,3,7,2,11,5,0,0,-7644.8157,2013,11,868
11084,1976,MASTER,TOGETHER,65104,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,1,0,-6082.7160,2013,11,1053
5172,1976,MASTER,TOGETHER,65104,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0,-6082.7160,2013,11,1053
9504,1949,MASTER,MARRIED,81698,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,1,0,-8004.9603,2013,6,1008
850,1968,GRADUATION,SINGLE,70566,0,1,2013-06-10,4,381,28,215,84,28,21,2,6,5,9,3,0,0,-9221.7966,2013,6,757
4477,1958,GRADUATION,TOGETHER,69096,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0,-10481.3170,2013,9,653
1945,1962,GRADUATION,MARRIED,71434,0,1,2013-09-18,4,711,36,217,172,96,168,3,7,4,7,4,0,0,-5002.4286,2013,9,1400
7685,1978,GRADUATION,MARRIED,33039,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,-42257.6923,2013,9,78
6310,1978,GRADUATION,MARRIED,33039,1,0,2013-09-09,4,30,8,12,8,8,12,1,2,0,4,5,0,0,-42257.6923,2013,9,78
10832,1958,GRADUATION,TOGETHER,46610,0,0,2013-07-18,4,288,10,30,4,10,125,1,6,1,6,6,0,0,-9880.7281,2013,7,467
3025,1958,GRADUATION,SINGLE,49967,0,1,2013-08-07,4,212,6,69,4,12,3,3,6,1,5,7,0,0,-16229.0850,2013,8,306
2404,1976,GRADUATION,MARRIED,53359,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0,-20662.2568,2013,5,257
8581,1971,MASTER,MARRIED,49505,1,1,2013-05-03,4,604,0,100,19,0,28,9,10,2,8,8,0,0,-6491.8775,2013,5,751
8755,1946,MASTER,MARRIED,68657,0,0,2013-02-20,4,482,34,471,119,68,22,1,3,5,9,7,0,0,-5640.5518,2013,2,1196
10177,1954,GRADUATION,DIVORCED,72071,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,-5286.4723,2013,2,1338
2429,1954,GRADUATION,DIVORCED,72071,0,1,2013-02-14,4,531,69,300,150,138,150,3,5,4,8,2,0,0,-5286.4723,2013,2,1338
8920,1967,MASTER,SINGLE,59235,1,0,2013-12-01,4,448,40,469,80,0,91,3,11,2,12,7,0,0,-5151.3298,2013,12,1128
8430,1957,GRADUATION,TOGETHER,21994,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,-99872.7273,2012,12,22
8619,1957,GRADUATION,TOGETHER,21994,0,1,2012-12-24,4,9,0,6,3,1,3,1,0,0,3,5,0,0,-99872.7273,2012,12,22
8996,1957,PHD,MARRIED,0,2,1,2012-11-19,4,230,42,192,49,37,53,12,7,2,8,9,0,0,100.0000,2012,11,603
7233,1972,GRADUATION,MARRIED,69209,0,0,2012-09-17,4,496,32,849,229,48,128,2,5,3,6,4,0,0,-3783.7823,2012,9,1782
6678,1989,GRADUATION,TOGETHER,31928,1,0,2014-03-28,5,33,4,24,4,2,5,2,3,0,4,7,0,0,-44244.4444,2014,3,72
830,1987,PHD,SINGLE,74004,0,0,2014-02-24,5,784,48,560,42,176,48,1,4,6,4,3,1,0,-4363.4499,2014,2,1658
6365,1987,2N CYCLE,MARRIED,30390,0,0,2013-02-09,5,10,12,12,25,1,20,1,2,0,3,6,0,0,-37887.5000,2013,2,80
6770,1985,GRADUATION,MARRIED,21355,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,-31304.4118,2013,8,68
2261,1969,GRADUATION,MARRIED,26304,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,-164300.0000,2013,6,16
1031,1989,2N CYCLE,MARRIED,85710,0,0,2013-05-05,5,600,20,350,29,30,33,1,6,9,10,2,0,0,-7970.6215,2013,5,1062
10089,1974,GRADUATION,DIVORCED,102692,0,0,2013-05-04,5,168,148,444,32,172,148,1,6,9,13,2,1,0,-9134.8921,2013,5,1112
9256,1971,GRADUATION,SINGLE,58350,0,1,2013-04-01,5,493,26,206,116,80,80,4,8,3,12,6,0,0,-5729.1708,2013,4,1001
10641,1978,GRADUATION,SINGLE,7500,1,1,2012-12-27,5,6,5,4,13,4,25,4,2,1,3,6,0,0,-13057.8947,2012,12,57
624,1984,MASTER,SINGLE,18890,0,0,2012-10-11,5,6,4,1,7,2,15,1,0,1,2,6,1,0,-53871.4286,2012,10,35
4211,1986,BASIC,MARRIED,20425,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,-35733.3333,2012,10,57
1407,1986,BASIC,MARRIED,20425,1,0,2012-10-29,5,4,12,5,3,16,17,2,2,0,3,7,0,0,-35733.3333,2012,10,57
10356,1957,PHD,DIVORCED,41437,1,1,2012-09-22,5,29,0,2,0,0,1,1,1,0,3,7,0,0,-129390.6250,2012,9,32
9323,1949,MASTER,TOGETHER,49912,0,1,2012-07-09,5,520,8,223,32,49,42,4,10,5,7,8,1,0,-5610.7551,2012,7,874
1146,1949,MASTER,TOGETHER,49912,0,1,2012-07-09,5,520,8,223,32,49,42,4,10,5,7,8,1,0,-5610.7551,2012,7,874
6343,1959,GRADUATION,MARRIED,79823,0,1,2014-03-31,6,835,73,380,114,73,43,1,6,9,7,2,0,0,-5158.4321,2014,3,1518
8545,1954,GRADUATION,DIVORCED,85683,0,0,2014-03-21,6,1296,17,311,45,69,51,1,2,4,10,1,1,0,-4689.4354,2014,3,1789
8275,1965,PHD,DIVORCED,47025,1,1,2014-09-02,6,16,0,3,0,0,1,1,1,0,2,7,0,0,-235025.0000,2014,9,20
10673,1976,PHD,MARRIED,68397,0,1,2013-11-17,6,760,80,466,17,13,80,1,6,9,5,3,0,0,-4730.2966,2013,11,1416
8799,1984,PHD,MARRIED,38175,1,0,2013-09-23,6,70,6,69,2,3,3,3,3,1,4,7,0,0,-24850.9804,2013,9,153
67,1972,MASTER,SINGLE,46423,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,-50359.7826,2013,9,92
9923,1972,MASTER,SINGLE,46423,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,-50359.7826,2013,9,92
2814,1976,MASTER,TOGETHER,30560,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0,-98480.6452,2013,6,31
2711,1976,MASTER,TOGETHER,30560,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0,-98480.6452,2013,6,31
4320,1979,GRADUATION,SINGLE,60152,0,1,2013-03-28,6,325,83,300,86,58,91,1,6,4,12,3,0,0,-6278.7911,2013,3,943
10451,1965,GRADUATION,TOGETHER,29672,1,1,2013-12-03,6,9,1,3,0,4,8,1,0,0,3,6,0,0,-118588.0000,2013,12,25
4198,1965,GRADUATION,TOGETHER,29672,1,1,2013-12-03,6,9,1,3,0,4,8,1,0,0,3,6,0,0,-118588.0000,2013,12,25
10814,1947,GRADUATION,TOGETHER,70321,0,0,2013-01-16,6,303,23,751,82,26,191,1,6,5,13,4,1,0,-5010.5378,2013,1,1376
944,1962,GRADUATION,MARRIED,56181,0,1,2013-08-01,6,121,103,69,8,44,48,1,4,2,7,4,0,0,-14195.4198,2013,8,393
8151,1990,BASIC,MARRIED,24279,0,0,2012-12-29,6,16,36,21,20,62,108,1,4,1,3,8,0,0,-9131.5589,2012,12,263
6184,1969,PHD,MARRIED,68462,0,0,2012-12-12,6,561,64,785,84,128,48,1,3,3,8,1,0,0,-3999.5210,2012,12,1670
3498,1976,PHD,MARRIED,55424,0,1,2012-11-25,6,462,61,184,10,53,107,4,7,5,9,6,1,0,-6219.7263,2012,11,877
2870,1973,GRADUATION,MARRIED,49094,0,1,2012-09-21,6,376,0,38,11,8,69,5,6,3,6,6,0,0,-9679.6813,2012,9,502
7342,1961,2N CYCLE,WIDOW,59184,0,1,2012-09-09,6,341,142,113,259,151,66,3,6,6,12,5,0,0,-5420.8955,2012,9,1072
1911,1987,GRADUATION,TOGETHER,67430,0,0,2012-05-09,6,595,97,291,127,133,121,1,11,5,12,6,0,0,-4843.5484,2012,5,1364
10862,1960,MASTER,MARRIED,30522,0,1,2012-08-17,6,179,8,83,19,11,26,5,1,2,9,2,0,0,-9262.5767,2012,8,326
2546,1977,2N CYCLE,SINGLE,31878,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,-45440.0000,2014,6,70
3005,1992,GRADUATION,SINGLE,83528,0,0,2014-01-05,7,530,117,678,134,44,147,1,4,10,8,1,1,0,-4962.3030,2014,1,1650
8318,1979,GRADUATION,TOGETHER,90300,0,0,2014-03-01,7,594,134,786,33,134,57,0,5,6,8,1,0,0,-5095.6272,2014,3,1738
2930,1978,MASTER,SINGLE,68092,0,0,2013-12-16,7,852,60,207,78,36,48,2,2,6,10,5,0,0,-5215.5347,2013,12,1281
8216,1972,MASTER,MARRIED,53761,1,1,2013-11-10,7,158,0,76,13,7,71,6,4,4,3,5,0,0,-16441.8462,2013,11,325
1212,1973,GRADUATION,MARRIED,52845,1,0,2013-08-13,7,384,25,292,130,41,64,3,8,8,6,6,0,0,-5545.8333,2013,8,936
2541,1976,GRADUATION,MARRIED,24027,1,0,2013-09-06,7,14,7,11,11,0,5,2,2,0,3,8,0,0,-49956.2500,2013,9,48
10659,1979,2N CYCLE,TOGETHER,7500,1,0,2013-07-05,7,2,8,11,3,8,21,4,3,2,2,7,0,0,-14050.9434,2013,7,53
10905,1955,GRADUATION,TOGETHER,42586,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,1,0,-16799.2063,2012,10,252
8910,1955,GRADUATION,TOGETHER,42586,1,1,2012-10-29,7,194,2,56,0,0,0,5,4,1,6,8,1,0,-16799.2063,2012,10,252
7349,1973,BASIC,TOGETHER,9722,1,0,2012-02-10,7,6,17,16,6,16,42,4,3,1,3,8,1,0,-9338.8350,2012,2,103
7872,1975,PHD,MARRIED,86836,0,0,2012-12-09,7,179,21,273,0,21,63,1,6,10,6,5,1,0,-15489.9461,2012,12,557
4290,1972,GRADUATION,MARRIED,30467,1,0,2014-03-19,8,1,3,8,2,5,5,1,1,0,2,7,0,0,-126845.8333,2014,3,24
7408,1952,PHD,MARRIED,54549,0,1,2014-03-03,8,216,2,6,0,0,9,2,5,1,4,7,0,0,-23311.5880,2014,3,233
9986,1982,GRADUATION,TOGETHER,19444,1,0,2014-02-22,8,16,0,23,3,2,10,3,4,1,2,7,1,0,-35907.4074,2014,2,54
